Order_ID,Order_Date,Shipment_ID,Shipment_Date,"Tax_Calculated_Date (UTC)",Posted_Date,Transaction_Item_ID,Marketplace,Merchant_ID,Fulfillment,ASIN,SKU,Product_Description,Transaction_Type,Product_Tax_Code,Quantity,Currency,Buyer_Exemption_Code,Buyer_Exemption_Domain,Buyer_Exemption_Certificate_Id,Display_Price,Display_Price_Tax_Inclusive,TaxExclusive_Selling_Price,Total_Tax,Financial_Component,Ship_From_City,Ship_From_State,Ship_From_Country,Ship_From_Postal_Code,Ship_From_Tax_Location_Code,Ship_To_City,Ship_To_State,Ship_To_Country,Ship_To_Postal_Code,Ship_To_Location_Code,Return_FC_City,Return_FC_State,Return_FC_Country,Return_FC_Postal_Code,Return_FC_Tax_Location_Code,Taxed_Location_Code,Tax_Address_Role,Jurisdiction_Level,Jurisdiction_Name,"Tax Marker",Display_Promo_Amount,Display_Promo_Tax_Inclusive,Is_Customer_3P_Funding_Aware,isPromoApplied,postPromoTaxableBasis,prePromoTaxableBasis,Promo_Amount_Basis,Promo_ID_Domain,promoAmountTax,Promotion_Identifier,Promo_Rule_Reason_Code,Promo_Tax_Price_Type,Tax_Amount,Taxed_Jurisdiction_Tax_Rate,Tax_Type,Tax_Calculation_Reason_Code,NonTaxable_Amount,Taxable_Amount,Order_Tax_Amount,Order_NonTaxable_Amount,Order_Taxable_Amount,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,YAKIMA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,15.25,0.00,,,,
102-4763701-3825850,2016-10-30+00:00,DXCZVPQ2H,2016-10-31+00:00,2016-10-30+20:36:20,2016-10-31+00:00,4572437881906,Amazon.com,A6G7H9DQH5S17,AFN,B0064RTS0G,ZB2221/3,,SHIPMENT,A_GEN_TAX,1,USD,,,,15.68,false,15.68,0.00,OUR_PRICE,Tracy,CA,US,95304-9370,470590000,TACOMA,WA,US,98445-1226,480530000,,,,,,480530000,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,PIERCE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
115-3642267-8259425,2016-10-31+00:00,DfpJzxswH,2016-10-31+00:00,2016-10-31+06:29:00,2016-10-31+00:00,4295948432113,Amazon.com,A6G7H9DQH5S17,AFN,B00DSSOVJW,Z351/24,,SHIPMENT,A_GEN_TAX,1,USD,,,,9.90,false,9.90,0.00,OUR_PRICE,"San Bernadino",CA,US,92408,470590000,SEATTLE,WA,US,98103,480330650,,,,,,480330650,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.90,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SEATTLE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.90,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.90,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.90,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"TRANSPORTATION BENEFIT DISTRICT",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.90,0.00,,,,
104-5704394-2366627,2016-10-31+00:00,DHS5zpsGH,2016-10-31+00:00,2016-10-31+09:50:36,2016-10-31+00:00,4296280825113,Amazon.com,A6G7H9DQH5S17,AFN,B00DSSOVJW,Z351/24,,SHIPMENT,A_GEN_TAX,1,USD,,,,9.90,false,9.90,0.00,OUR_PRICE,"San Bernadino",CA,US,92408,470590000,AUBURN,WA,US,98001-9572,480330000,,,,,,480330000,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.90,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,9.90,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.90,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.90,0.00,,,,
112-3723055-1665806,2016-10-30+00:00,Ddgc0FyWH,2016-10-31+00:00,2016-10-31+02:54:39,2016-10-31+00:00,4996135316908,Amazon.com,A6G7H9DQH5S17,AFN,B0002E2TVM,ZDD,,SHIPMENT,A_GEN_TAX,1,USD,,,,59.95,false,59.95,0.00,OUR_PRICE,Kent,WA,US,98032,480330320,WOODINVILLE,WA,US,98077-7437,480335428,,,,,,480335428,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,59.95,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,59.95,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,59.95,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,59.95,0.00,,,,
102-1161269-8269849,2016-10-31+00:00,DYxb0nDYH,2016-11-01+00:00,2016-10-31+18:28:00,2016-11-01+00:00,4837754072907,Amazon.com,A6G7H9DQH5S17,AFN,B00DV9HENS,ZCR12L,,SHIPMENT,A_GEN_TAX,1,USD,,,,99.00,false,99.00,0.00,OUR_PRICE,DuPont,WA,US,98327-9607,480531927,AUBURN,WASHINGTON,US,98092-2265,480335428,,,,,,480335428,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,99.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,99.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,99.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,99.00,0.00,,,,
102-1161269-8269849,2016-10-31+00:00,DYxb0nDYH,2016-11-01+00:00,2016-10-31+18:28:00,2016-11-01+00:00,4837754072907,Amazon.com,A6G7H9DQH5S17,AFN,B00DV9HENS,ZCR12L,,SHIPMENT,A_GEN_TAX,1,USD,,,,0.00,false,0.00,0.00,SHIPPING,DuPont,WA,US,98327-9607,480531927,AUBURN,WASHINGTON,US,98092-2265,480335428,,,,,,480335428,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
109-2388304-2437052,2016-11-01+00:00,Dt4yrMsqH,2016-11-01+00:00,2016-11-01+07:48:56,2016-11-01+00:00,4298922504113,Amazon.com,A6G7H9DQH5S17,AFN,B00DSSOVJW,Z351/24,,SHIPMENT,A_GEN_TAX,1,USD,,,,10.19,false,10.19,0.00,OUR_PRICE,"San Bernadino",CA,US,92408,470590000,Duvall,WA,US,98019,480331751,,,,,,480331751,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,10.19,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,DUVALL,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,10.19,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,10.19,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,10.19,0.00,,,,
112-4761683-0210642,2016-10-31+00:00,DlXHRykcN,2016-11-01+00:00,2016-10-31+18:57:46,2016-11-01+00:00,1839034789088,Amazon.com,A6G7H9DQH5S17,MFN,B000OG44UM,144570,,SHIPMENT,A_GEN_TAX,1,USD,,,,9.50,false,9.50,0.00,OUR_PRICE,"Idaho Falls",ID,US,83402,470590000,Seattle,WA,US,98109,480330650,,,,,,480330650,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.50,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SEATTLE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.50,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.50,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.50,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"TRANSPORTATION BENEFIT DISTRICT",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,9.50,0.00,,,,
112-4761683-0210642,2016-10-31+00:00,DlXHRykcN,2016-11-01+00:00,2016-10-31+18:57:46,2016-11-01+00:00,1839034789088,Amazon.com,A6G7H9DQH5S17,MFN,B000OG44UM,144570,,SHIPMENT,A_GEN_TAX,1,USD,,,,3.99,false,3.99,0.00,SHIPPING,"Idaho Falls",ID,US,83402,470590000,Seattle,WA,US,98109,480330650,,,,,,480330650,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,3.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SEATTLE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,3.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,3.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,3.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"TRANSPORTATION BENEFIT DISTRICT",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,3.99,0.00,,,,
113-1937660-6429853,2016-11-01+00:00,Dd86NbkBN,2016-11-01+00:00,2016-11-01+03:07:54,2016-11-01+00:00,1839303871088,Amazon.com,A6G7H9DQH5S17,MFN,0849763401,1092101,,SHIPMENT,A_GEN_NOTAX,1,USD,,,,17.96,false,17.96,0.00,OUR_PRICE,"Idaho Falls",ID,US,83402,470590000,"PORT ORCHARD",WA,US,98366-5259,480350550,,,,,,480350550,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,17.96,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"PORT ORCHARD",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,17.96,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KITSAP,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,17.96,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,17.96,0.00,,,,
113-1937660-6429853,2016-11-01+00:00,Dd86NbkBN,2016-11-01+00:00,2016-11-01+03:07:54,2016-11-01+00:00,1839303871088,Amazon.com,A6G7H9DQH5S17,MFN,0849763401,1092101,,SHIPMENT,A_GEN_NOTAX,1,USD,,,,3.99,false,3.99,0.00,SHIPPING,"Idaho Falls",ID,US,83402,470590000,"PORT ORCHARD",WA,US,98366-5259,480350550,,,,,,480350550,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,3.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"PORT ORCHARD",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,3.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KITSAP,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,3.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,3.99,0.00,,,,
107-9198940-7253064,2016-10-28+00:00,DJF4R6QSH,2016-11-01+00:00,2016-10-28+22:21:44,2016-11-01+00:00,4567330212906,Amazon.com,A6G7H9DQH5S17,AFN,B00C1Q12RQ,Z1101583,,SHIPMENT,A_GEN_TAX,1,USD,,,,25.57,false,25.57,0.00,OUR_PRICE,Tracy,CA,US,95304-9370,470590000,"GIG HARBOR",WA,US,98335-7818,480535405,,,,,,480535405,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,25.57,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,25.57,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,PIERCE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,25.57,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,25.57,0.00,,,,
107-9198940-7253064,2016-10-28+00:00,DJF4R6QSH,2016-11-01+00:00,2016-10-28+22:21:44,2016-11-01+00:00,4567330212906,Amazon.com,A6G7H9DQH5S17,AFN,B00C1Q12RQ,Z1101583,,SHIPMENT,A_GEN_TAX,1,USD,,,,0.00,false,0.00,0.00,SHIPPING,Tracy,CA,US,95304-9370,470590000,"GIG HARBOR",WA,US,98335-7818,480535405,,,,,,480535405,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,PIERCE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
107-9198940-7253064,2016-10-28+00:00,DJF4R6QSH,2016-11-01+00:00,2016-10-28+22:21:44,2016-11-01+00:00,4567330212906,Amazon.com,A6G7H9DQH5S17,AFN,B00A82TY52,ZPAPP,,SHIPMENT,A_GEN_TAX,1,USD,,,,24.99,false,24.99,0.00,OUR_PRICE,Tracy,CA,US,95304-9370,470590000,"GIG HARBOR",WA,US,98335-7818,480535405,,,,,,480535405,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,24.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,24.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,PIERCE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,24.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,24.99,0.00,,,,
107-9198940-7253064,2016-10-28+00:00,DJF4R6QSH,2016-11-01+00:00,2016-10-28+22:21:44,2016-11-01+00:00,4567330212906,Amazon.com,A6G7H9DQH5S17,AFN,B00A82TY52,ZPAPP,,SHIPMENT,A_GEN_TAX,1,USD,,,,0.00,false,0.00,0.00,SHIPPING,Tracy,CA,US,95304-9370,470590000,"GIG HARBOR",WA,US,98335-7818,480535405,,,,,,480535405,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,PIERCE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
110-4700795-4739443,2016-11-01+00:00,D5lMyv4RH,2016-11-01+00:00,2016-11-01+11:42:16,2016-11-01+00:00,5005503200927,Amazon.com,A6G7H9DQH5S17,AFN,B0064RTS0G,ZB2221/3,,SHIPMENT,A_GEN_TAX,1,USD,,,,15.68,false,15.68,0.00,OUR_PRICE,Ruskin,FL,US,33570,100570000,SEATTLE,WA,US,98109-5004,480335461,,,,,,480335461,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SEATTLE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"SEATTLE TOURISM PROMOTION AREA",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"TRANSPORTATION BENEFIT DISTRICT",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
110-4700795-4739443,2016-11-01+00:00,D5lMyv4RH,2016-11-01+00:00,2016-11-01+11:42:16,2016-11-01+00:00,5005503200927,Amazon.com,A6G7H9DQH5S17,AFN,B0064RTUP4,ZB2223/3,,SHIPMENT,A_GEN_TAX,1,USD,,,,15.25,false,15.25,0.00,OUR_PRICE,Ruskin,FL,US,33570,100570000,SEATTLE,WA,US,98109-5004,480335461,,,,,,480335461,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SEATTLE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"SEATTLE TOURISM PROMOTION AREA",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"TRANSPORTATION BENEFIT DISTRICT",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
110-4700795-4739443,2016-11-01+00:00,D5lMyv4RH,2016-11-01+00:00,2016-11-01+11:42:16,2016-11-01+00:00,5005503200927,Amazon.com,A6G7H9DQH5S17,AFN,B0064RTUP4,ZB2223/3,,SHIPMENT,A_GEN_TAX,1,USD,,,,15.25,false,15.25,0.00,OUR_PRICE,Ruskin,FL,US,33570,100570000,SEATTLE,WA,US,98109-5004,480335461,,,,,,480335461,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SEATTLE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"SEATTLE TOURISM PROMOTION AREA",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"TRANSPORTATION BENEFIT DISTRICT",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.25,0.00,,,,
110-4700795-4739443,2016-11-01+00:00,D5lMyv4RH,2016-11-01+00:00,2016-11-01+11:42:16,2016-11-01+00:00,5005503200927,Amazon.com,A6G7H9DQH5S17,AFN,B0064RTS0G,ZB2221/3,,SHIPMENT,A_GEN_TAX,1,USD,,,,15.68,false,15.68,0.00,OUR_PRICE,Ruskin,FL,US,33570,100570000,SEATTLE,WA,US,98109-5004,480335461,,,,,,480335461,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SEATTLE,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"SEATTLE TOURISM PROMOTION AREA",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"TRANSPORTATION BENEFIT DISTRICT",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,15.68,0.00,,,,
102-8970961-7057805,2016-11-01+00:00,DBGkJvsHH,2016-11-01+00:00,2016-11-01+16:31:09,2016-11-01+00:00,4299801209113,Amazon.com,A6G7H9DQH5S17,AFN,B00DSSOVJW,Z351/24,,SHIPMENT,A_GEN_TAX,1,USD,,,,10.19,false,10.19,0.00,OUR_PRICE,"San Bernadino",CA,US,92408,470590000,EVERETT,WA,US,98203-1751,480610230,,,,,,480610230,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,10.19,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,EVERETT,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,10.19,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,SNOHOMISH,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,10.19,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,10.19,0.00,,,,
114-9154639-6956255,2016-10-28+00:00,DH05B9smH,2016-11-01+00:00,2016-10-30+04:43:32,2016-11-01+00:00,4292976875113,Amazon.com,A6G7H9DQH5S17,AFN,B00A831LJS,ZPA1P,,SHIPMENT,A_GEN_TAX,1,USD,,,,24.49,false,24.49,0.00,OUR_PRICE,Phoenix,AZ,US,85043,030130210,RIDGEFIELD,WA,US,98642-7848,480111647,,,,,,480111647,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,24.49,0.00,,,,
