Order_ID,Order_Date,Shipment_ID,Shipment_Date,"Tax_Calculated_Date (UTC)",Posted_Date,Transaction_Item_ID,Marketplace,Merchant_ID,Fulfillment,ASIN,SKU,Product_Description,Transaction_Type,Product_Tax_Code,Quantity,Currency,Buyer_Exemption_Code,Buyer_Exemption_Domain,Buyer_Exemption_Certificate_Id,Display_Price,Display_Price_Tax_Inclusive,TaxExclusive_Selling_Price,Total_Tax,Financial_Component,Ship_From_City,Ship_From_State,Ship_From_Country,Ship_From_Postal_Code,Ship_From_Tax_Location_Code,Ship_To_City,Ship_To_State,Ship_To_Country,Ship_To_Postal_Code,Ship_To_Location_Code,Return_FC_City,Return_FC_State,Return_FC_Country,Return_FC_Postal_Code,Return_FC_Tax_Location_Code,Taxed_Location_Code,Tax_Address_Role,Jurisdiction_Level,Jurisdiction_Name,"Tax Marker",Display_Promo_Amount,Display_Promo_Tax_Inclusive,Is_Customer_3P_Funding_Aware,isPromoApplied,postPromoTaxableBasis,prePromoTaxableBasis,Promo_Amount_Basis,Promo_ID_Domain,promoAmountTax,Promotion_Identifier,Promo_Rule_Reason_Code,Promo_Tax_Price_Type,Tax_Amount,Taxed_Jurisdiction_Tax_Rate,Tax_Type,Tax_Calculation_Reason_Code,NonTaxable_Amount,Taxable_Amount,Order_Tax_Amount,Order_NonTaxable_Amount,Order_Taxable_Amount,
108-1769037-5654612,2016-11-25+00:00,D1x7NT2MH,2016-12-03+00:00,2016-12-03+05:53:41,2016-12-03+00:00,4725595898906,Amazon.com,A6G7H9DQH5S17,AFN,B00H5XQH20,Z#91/2,,SHIPMENT,A_GEN_TAX,1,USD,,,,0.00,false,0.00,0.00,SHIPPING,Tracy,CA,US,95304-9370,470590000,Bellingham,WA,US,98229-5026,480730000,,,,,,480730000,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.065,"Retail Sales and Use Tax",Taxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,WHATCOM,X,,,,,,,,,,,,,0.00,0.014,"Local Sales and Use Tax",Taxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,0.00,0.006,"Local Sales and Use Tax",Taxable,0.00,0.00,,,,
111-8029092-0319401,2016-12-02+00:00,DrWcfpFPH,2016-12-03+00:00,2016-12-02+10:07:25,2016-12-03+00:00,4981620244907,Amazon.com,A6G7H9DQH5S17,AFN,B0056I7VYY,ZMK-SD/PL.,,SHIPMENT,A_GEN_TAX,1,USD,,,,46.99,false,46.99,4.46,OUR_PRICE,Schertz,TX,US,78154-1461,470590000,SHORELINE,WASHINGTON,US,98155-5826,480330004,,,,,,480330004,ShipTo,State,WA,X,,,,,,,,,,,,,3.05,0.065,"Retail Sales and Use Tax",Taxable,0.00,46.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SHORELINE,X,,,,,,,,,,,,,0.99,0.021,"Local Sales and Use Tax",Taxable,0.00,46.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,46.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.42,0.009,"Local Sales and Use Tax",Taxable,0.00,46.99,,,,
113-6649814-5741002,2016-12-02+00:00,DCllXRV0H,2016-12-03+00:00,2016-12-02+18:47:31,2016-12-03+00:00,4721875933906,Amazon.com,A6G7H9DQH5S17,AFN,B0064RTUP4,ZB2223/3,,SHIPMENT,A_GEN_TAX,1,USD,,,,15.25,false,15.25,1.45,OUR_PRICE,Tracy,CA,US,95304-9370,470590000,AUBURN,WA,US,98092-4810,480330030,,,,,,480330030,ShipTo,State,WA,X,,,,,,,,,,,,,0.99,0.065,"Retail Sales and Use Tax",Taxable,0.00,15.25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,AUBURN,X,,,,,,,,,,,,,0.32,0.021,"Local Sales and Use Tax",Taxable,0.00,15.25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.14,0.009,"Local Sales and Use Tax",Taxable,0.00,15.25,,,,
113-7898528-8342666,2016-12-02+00:00,DyhG7DnS4,2016-12-04+00:00,2016-12-03+04:52:38,2016-12-04+00:00,5188042580908,Amazon.com,A6G7H9DQH5S17,AFN,B00DSSOVJW,Z351/24,,SHIPMENT,A_GEN_TAX,1,USD,,,,9.99,false,9.99,0.84,OUR_PRICE,Kent,WA,US,98032,480330320,VANCOUVER,WA,US,98683-9567,480110780,,,,,,480110780,ShipTo,State,WA,X,,,,,,,,,,,,,0.65,0.065,"Retail Sales and Use Tax",Taxable,0.00,9.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,VANCOUVER,X,,,,,,,,,,,,,0.12,0.012,"Local Sales and Use Tax",Taxable,0.00,9.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,CLARK,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,9.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,0.07,0.007,"Local Sales and Use Tax",Taxable,0.00,9.99,,,,
106-6532356-9915403,2016-12-03+00:00,D64DWBYnH,2016-12-04+00:00,2016-12-03+15:59:25,2016-12-04+00:00,4424387165922,Amazon.com,A6G7H9DQH5S17,AFN,B014JVJVMI,Z095-0816-021BUNDLE9,,SHIPMENT,A_GEN_TAX,1,USD,,,,144.99,false,144.99,11.45,OUR_PRICE,Reno,NV,US,89506,290310100,"MOSES LAKE",WA,US,98837-3952,480250400,,,,,,480250400,ShipTo,State,WA,X,,,,,,,,,,,,,9.42,0.065,"Retail Sales and Use Tax",Taxable,0.00,144.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"MOSES LAKE",X,,,,,,,,,,,,,2.03,0.014,"Local Sales and Use Tax",Taxable,0.00,144.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,GRANT,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,144.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,144.99,0.00,,,,
114-5106062-9559411,2016-12-03+00:00,DNdqDX2PH,2016-12-04+00:00,2016-12-03+20:21:28,2016-12-04+00:00,4729420802906,Amazon.com,A6G7H9DQH5S17,AFN,B0064RTUP4,ZB2223/3,,SHIPMENT,A_GEN_TAX,1,USD,,,,15.25,false,15.25,1.33,OUR_PRICE,Tracy,CA,US,95304-9370,470590000,"OAK HARBOR",WA,US,98277-8821,480290000,,,,,,480290000,ShipTo,State,WA,X,,,,,,,,,,,,,0.99,0.065,"Retail Sales and Use Tax",Taxable,0.00,15.25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,ISLAND,X,,,,,,,,,,,,,0.34,0.022,"Local Sales and Use Tax",Taxable,0.00,15.25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,15.25,0.00,,,,
116-3612646-4660206,2016-11-28+00:00,DghkjxVKH,2016-12-04+00:00,2016-12-03+01:29:57,2016-12-04+00:00,4724194138906,Amazon.com,A6G7H9DQH5S17,AFN,B00H5XQH20,Z#91/2,,SHIPMENT,A_GEN_TAX,1,USD,,,,21.99,false,21.99,1.85,OUR_PRICE,Tracy,CA,US,95304-9370,470590000,Camas,WA,US,98607-8505,480110090,,,,,,480110090,ShipTo,State,WA,X,,,,,,,,,,,,,1.44,0.065,"Retail Sales and Use Tax",Taxable,0.00,21.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,CAMAS,X,,,,,,,,,,,,,0.26,0.012,"Local Sales and Use Tax",Taxable,0.00,21.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,CLARK,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,21.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,0.15,0.007,"Local Sales and Use Tax",Taxable,0.00,21.99,,,,
116-3612646-4660206,2016-11-28+00:00,DghkjxVKH,2016-12-04+00:00,2016-12-03+01:29:57,2016-12-04+00:00,4724194138906,Amazon.com,A6G7H9DQH5S17,AFN,B00H5XQH20,Z#91/2,,SHIPMENT,A_GEN_TAX,1,USD,,,,0.00,false,0.00,0.00,SHIPPING,Tracy,CA,US,95304-9370,470590000,Camas,WA,US,98607-8505,480110090,,,,,,480110090,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.065,"Retail Sales and Use Tax",Taxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,CAMAS,X,,,,,,,,,,,,,0.00,0.012,"Local Sales and Use Tax",Taxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,CLARK,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,0.00,0.007,"Local Sales and Use Tax",Taxable,0.00,0.00,,,,
002-0320611-1332239,2016-11-29+00:00,D96l1Nq14,2016-12-04+00:00,2016-12-01+00:48:33,2016-12-04+00:00,5169038030908,Amazon.com,A6G7H9DQH5S17,AFN,B00DSSOVJW,Z351/24,,SHIPMENT,A_GEN_TAX,1,USD,,,,9.99,false,9.99,0.84,OUR_PRICE,Kent,WA,US,98032,480330320,VANCOUVER,WA,US,98662-6866,480110780,,,,,,480110780,ShipTo,State,WA,X,,,,,,,,,,,,,0.65,0.065,"Retail Sales and Use Tax",Taxable,0.00,9.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,VANCOUVER,X,,,,,,,,,,,,,0.12,0.012,"Local Sales and Use Tax",Taxable,0.00,9.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,CLARK,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,9.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,0.07,0.007,"Local Sales and Use Tax",Taxable,0.00,9.99,,,,
002-0320611-1332239,2016-11-29+00:00,D96l1Nq14,2016-12-04+00:00,2016-12-01+00:48:33,2016-12-04+00:00,5169038030908,Amazon.com,A6G7H9DQH5S17,AFN,B00DSSOVJW,Z351/24,,SHIPMENT,A_GEN_TAX,1,USD,,,,1.26,false,1.26,0.11,SHIPPING,Kent,WA,US,98032,480330320,VANCOUVER,WA,US,98662-6866,480110780,,,,,,480110780,ShipTo,State,WA,X,,,,,,,,,,,,,0.08,0.065,"Retail Sales and Use Tax",Taxable,0.00,1.26,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,VANCOUVER,X,,,,,,,,,,,,,0.02,0.012,"Local Sales and Use Tax",Taxable,0.00,1.26,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,CLARK,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,1.26,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,0.01,0.007,"Local Sales and Use Tax",Taxable,0.00,1.26,,,,
104-0878598-4293047,2016-12-02+00:00,DjYXHrkkH,2016-12-04+00:00,2016-12-04+03:26:15,2016-12-04+00:00,4924512599123,Amazon.com,A6G7H9DQH5S17,AFN,0757926916,Z118325.,,SHIPMENT,A_GEN_TAX,1,USD,,,,9.99,false,9.99,0.96,OUR_PRICE,Chattanooga,TN,US,37416-1757,430650090,SEATTLE,WASHINGTON,US,98122-6439,480330650,,,,,,480330650,ShipTo,State,WA,X,,,,,,,,,,,,,0.65,0.065,"Retail Sales and Use Tax",Taxable,0.00,9.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SEATTLE,X,,,,,,,,,,,,,0.21,0.021,"Local Sales and Use Tax",Taxable,0.00,9.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,9.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.09,0.009,"Local Sales and Use Tax",Taxable,0.00,9.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"TRANSPORTATION BENEFIT DISTRICT",X,,,,,,,,,,,,,0.01,0.001,"Local Sales and Use Tax",Taxable,0.00,9.99,,,,
113-8397260-7031458,2016-12-03+00:00,D7twjwd0N,2016-12-04+00:00,2016-12-03+18:33:16,2016-12-04+00:00,1205083746917,Amazon.com,A6G7H9DQH5S17,AFN,B0149DGPLQ,ZNOMAD5,,SHIPMENT,A_GEN_TAX,1,USD,,,,69.99,false,69.99,6.65,OUR_PRICE,"Fort Worth",TX,US,76177-2517,470590000,AUBURN,WA,US,98001-9734,480330000,,,,,,480330000,ShipTo,State,WA,X,,,,,,,,,,,,,4.55,0.065,"Retail Sales and Use Tax",Taxable,0.00,69.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,69.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,1.47,0.021,"Local Sales and Use Tax",Taxable,0.00,69.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.63,0.009,"Local Sales and Use Tax",Taxable,0.00,69.99,,,,
113-8397260-7031458,2016-12-03+00:00,D7twjwd0N,2016-12-04+00:00,2016-12-03+18:33:16,2016-12-04+00:00,1205083746917,Amazon.com,A6G7H9DQH5S17,AFN,B0149DGPLQ,ZNOMAD5,,SHIPMENT,A_GEN_TAX,1,USD,,,,0.00,false,0.00,0.00,SHIPPING,"Fort Worth",TX,US,76177-2517,470590000,AUBURN,WA,US,98001-9734,480330000,,,,,,480330000,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.065,"Retail Sales and Use Tax",Taxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.021,"Local Sales and Use Tax",Taxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.00,0.009,"Local Sales and Use Tax",Taxable,0.00,0.00,,,,
112-1253887-3685054,2016-12-04+00:00,DZYPrVypH,2016-12-04+00:00,2016-12-04+03:55:12,2016-12-04+00:00,4990673645907,Amazon.com,A6G7H9DQH5S17,AFN,B015G2AFTW,ZMICRODARK,,SHIPMENT,A_GEN_TAX,1,USD,,,,189.00,false,189.00,18.52,OUR_PRICE,"San Bernardino",CA,US,92408-0123,470590000,LYNNWOOD,WA,US,98036-7312,480610370,,,,,,480610370,ShipTo,State,WA,X,,,,,,,,,,,,,12.28,0.065,"Retail Sales and Use Tax",Taxable,0.00,189.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,LYNNWOOD,X,,,,,,,,,,,,,2.27,0.012,"Local Sales and Use Tax",Taxable,0.00,189.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,SNOHOMISH,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,189.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,2.27,0.012,"Local Sales and Use Tax",Taxable,0.00,189.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,1.70,0.009,"Local Sales and Use Tax",Taxable,0.00,189.00,,,,
112-7999955-1858617,2016-12-04+00:00,DVqhQL2MH,2016-12-05+00:00,2016-12-04+03:55:49,2016-12-05+00:00,4732030100906,Amazon.com,A6G7H9DQH5S17,AFN,B00A831LJS,ZPA1P,,SHIPMENT,A_GEN_TAX,1,USD,,,,24.49,false,24.49,1.89,OUR_PRICE,Tracy,CA,US,95304-9370,470590000,AMBOY,WA,US,98601-3138,480111641,,,,,,480111641,ShipTo,State,WA,X,,,,,,,,,,,,,1.60,0.065,"Retail Sales and Use Tax",Taxable,0.00,24.49,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,24.49,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,CLARK,X,,,,,,,,,,,,,0.29,0.012,"Local Sales and Use Tax",Taxable,0.00,24.49,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"NOT APPLICABLE",X,,,,,,,,,,,,,0.00,0.0,,ZeroRated,24.49,0.00,,,,
104-1393431-0660205,2016-11-29+00:00,D6mspPY0H,2016-12-05+00:00,2016-12-04+17:36:16,2016-12-05+00:00,4424731847922,Amazon.com,A6G7H9DQH5S17,AFN,B00FYX8QCW,ZMK-SS/GRN,,SHIPMENT,A_GEN_TAX,1,USD,,,,46.99,false,46.99,4.09,OUR_PRICE,Reno,NV,US,89506,290310100,SPOKANE,WA,US,99202-1819,480635466,,,,,,480635466,ShipTo,State,WA,X,,,,,,,,,,,,,3.06,0.065,"Retail Sales and Use Tax",Taxable,0.00,46.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SPOKANE,X,,,,,,,,,,,,,0.75,0.016,"Local Sales and Use Tax",Taxable,0.00,46.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,SPOKANE,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,46.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,0.28,0.006,"Local Sales and Use Tax",Taxable,0.00,46.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"SPOKANE COUNTY TOURISM PROMOTION AREA ZONE A",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,46.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"SPOKANE COUNTY TOURISM PROMOTION AREA ZONE D",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,46.99,0.00,,,,
104-1393431-0660205,2016-11-29+00:00,D6mspPY0H,2016-12-05+00:00,2016-12-04+17:36:16,2016-12-05+00:00,4424731847922,Amazon.com,A6G7H9DQH5S17,AFN,B00FYX8QCW,ZMK-SS/GRN,,SHIPMENT,A_GEN_TAX,1,USD,,,,0.00,false,0.00,0.00,SHIPPING,Reno,NV,US,89506,290310100,SPOKANE,WA,US,99202-1819,480635466,,,,,,480635466,ShipTo,State,WA,X,,,,,,,,,,,,,0.00,0.065,"Retail Sales and Use Tax",Taxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SPOKANE,X,,,,,,,,,,,,,0.00,0.016,"Local Sales and Use Tax",Taxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,SPOKANE,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"PUBLIC TRANSPORTATION BENEFIT AREA",X,,,,,,,,,,,,,0.00,0.006,"Local Sales and Use Tax",Taxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"SPOKANE COUNTY TOURISM PROMOTION AREA ZONE A",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"SPOKANE COUNTY TOURISM PROMOTION AREA ZONE D",X,,,,,,,,,,,,,0.00,0.0,,NonTaxable,0.00,0.00,,,,
105-0864716-5621048,2016-12-03+00:00,D29NXgPkN,2016-12-05+00:00,2016-12-04+14:15:43,2016-12-05+00:00,1044596327923,Amazon.com,A6G7H9DQH5S17,AFN,B00DSSOVJW,Z351/24,,SHIPMENT,A_GEN_TAX,1,USD,,,,9.99,false,9.99,0.95,OUR_PRICE,"San Marcos",TX,US,78666-8969,470590000,WOODINVILLE,WA,US,98072-6474,480331330,,,,,,480331330,ShipTo,State,WA,X,,,,,,,,,,,,,0.65,0.065,"Retail Sales and Use Tax",Taxable,0.00,9.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,WOODINVILLE,X,,,,,,,,,,,,,0.21,0.021,"Local Sales and Use Tax",Taxable,0.00,9.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,9.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.09,0.009,"Local Sales and Use Tax",Taxable,0.00,9.99,,,,
105-0864716-5621048,2016-12-03+00:00,D29NXgPkN,2016-12-05+00:00,2016-12-04+14:15:43,2016-12-05+00:00,1044596327923,Amazon.com,A6G7H9DQH5S17,AFN,B00DSSOVJW,Z351/24,,SHIPMENT,A_GEN_TAX,1,USD,,,,3.99,false,3.99,0.38,SHIPPING,"San Marcos",TX,US,78666-8969,470590000,WOODINVILLE,WA,US,98072-6474,480331330,,,,,,480331330,ShipTo,State,WA,X,,,,,,,,,,,,,0.26,0.065,"Retail Sales and Use Tax",Taxable,0.00,3.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,WOODINVILLE,X,,,,,,,,,,,,,0.08,0.021,"Local Sales and Use Tax",Taxable,0.00,3.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,3.99,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.04,0.009,"Local Sales and Use Tax",Taxable,0.00,3.99,,,,
112-1139193-6093040,2016-12-04+00:00,DPQK5Bn44,2016-12-05+00:00,2016-12-04+13:11:25,2016-12-05+00:00,5197558078908,Amazon.com,A6G7H9DQH5S17,AFN,B0064RTUP4,ZB2223/3,,SHIPMENT,A_GEN_TAX,1,USD,,,,15.25,false,15.25,1.46,OUR_PRICE,Kent,WA,US,98032,480330320,SEATTLE,WA,US,98103-8521,480330650,,,,,,480330650,ShipTo,State,WA,X,,,,,,,,,,,,,0.98,0.065,"Retail Sales and Use Tax",Taxable,0.00,15.25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,City,SEATTLE,X,,,,,,,,,,,,,0.32,0.021,"Local Sales and Use Tax",Taxable,0.00,15.25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,County,KING,X,,,,,,,,,,,,,0.00,0.0,"Local Sales and Use Tax",NonTaxable,15.25,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"REGIONAL TRANSIT AUTHORITY",X,,,,,,,,,,,,,0.14,0.009,"Local Sales and Use Tax",Taxable,0.00,15.25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShipTo,District,"TRANSPORTATION BENEFIT DISTRICT",X,,,,,,,,,,,,,0.02,0.001,"Local Sales and Use Tax",Taxable,0.00,15.25,,,,
